,Ocorr̻ncias,Acordos,Porcentagem
"RJ,89",1,0.0,0.0
"PA,76",1,0.0,0.0
"RJ,122",1,0.0,0.0
"PE,70",6,0.0,0.0
"PI,61",1,0.0,0.0
"RR,73",1,0.0,0.0
"nan,37",1,0.0,0.0
"SE,73",1,0.0,0.0
"GO,85",2,0.0,0.0
"SP,96",1,0.0,0.0
"RO,120",1,0.0,0.0
"AC,52",1,0.0,0.0
"SE,68",1,0.0,0.0
"AP,70",1,0.0,0.0
"GO,90",1,0.0,0.0
"RJ,-89",1,0.0,0.0
"PE,84",1,0.0,0.0
"RO,18",1,0.0,0.0
"PA,83",1,0.0,0.0
"BA,80",1,0.0,0.0
"PB,74",1,0.0,0.0
"DF,80",2,0.0,0.0
"SE,80",1,0.0,0.0
"PI,70",1,0.0,0.0
"RN,92",1,0.0,0.0
"GO,73",1,0.0,0.0
"RN,113",1,0.0,0.0
"PI,91",1,0.0,0.0
"RN,79",1,0.0,0.0
"GO,84",1,0.0,0.0
"RR,62",1,0.0,0.0
"nan,65",1,0.0,0.0
"ES,79",1,0.0,0.0
"AM,87",1,0.0,0.0
"DF,84",1,0.0,0.0
"PR,80",1,0.0,0.0
"GO,91",1,0.0,0.0
"AC,20",1,0.0,0.0
"CE,103",1,0.0,0.0
"RJ,-45",1,0.0,0.0
"RO,71",1,0.0,0.0
"AC,45",2,0.0,0.0
"PB,82",1,0.0,0.0
"BA,17",1,0.0,0.0
"PR,86",2,0.0,0.0
"DF,119",1,0.0,0.0
"PB,89",1,0.0,0.0
"PA,82",1,0.0,0.0
"MG,94",1,0.0,0.0
"AL,83",1,0.0,0.0
"SE,58",1,0.0,0.0
"PI,83",1,0.0,0.0
"AM,80",1,0.0,0.0
"PB,80",1,0.0,0.0
"MG,98",1,0.0,0.0
"PI,80",1,0.0,0.0
"AC,47",1,0.0,0.0
"CE,78",1,0.0,0.0
"SC,72",1,0.0,0.0
"CE,70",2,0.0,0.0
"MG,81",2,0.0,0.0
"CE,88",1,0.0,0.0
"AC,68",1,0.0,0.0
"RS,87",1,0.0,0.0
"AC,79",1,0.0,0.0
"AC,72",1,0.0,0.0
"SC,85",2,0.0,0.0
"RR,54",1,0.0,0.0
"AL,66",1,0.0,0.0
"AL,76",1,0.0,0.0
"MA,72",1,0.0,0.0
"PI,82",1,0.0,0.0
"RN,81",1,0.0,0.0
"MT,82",1,0.0,0.0
"PB,83",1,0.0,0.0
"MS,76",1,0.0,0.0
"MA,90",1,0.0,0.0
"RN,77",1,0.0,0.0
"SE,48",2,0.0,0.0
"MT,87",2,0.0,0.0
"PA,74",2,0.0,0.0
"PR,77",4,0.0,0.0
"nan,31",1,0.0,0.0
"SE,95",1,0.0,0.0
"MS,57",5,0.0,0.0
"MS,64",2,0.0,0.0
"MS,92",1,0.0,0.0
"PI,20",1,0.0,0.0
"MG,89",1,0.0,0.0
"PI,66",2,0.0,0.0
"AL,84",1,0.0,0.0
"TO,74",1,0.0,0.0
"AL,88",1,0.0,0.0
"AP,-1",1,0.0,0.0
"GO,87",2,0.0,0.0
"RN,76",1,0.0,0.0
"PE,89",1,0.0,0.0
"PE,71",2,0.0,0.0
"RO,69",1,0.0,0.0
"PI,69",1,0.0,0.0
"MS,123",1,0.0,0.0
"RJ,98",1,0.0,0.0
"CE,89",1,0.0,0.0
"AL,71",1,0.0,0.0
"ES,82",1,0.0,0.0
"RS,99",1,0.0,0.0
"RR,43",1,0.0,0.0
"PB,85",1,0.0,0.0
"BA,82",4,0.0,0.0
"SE,19",1,0.0,0.0
"MS,88",1,0.0,0.0
"RO,70",1,0.0,0.0
"MG,85",3,0.0,0.0
"SC,91",1,0.0,0.0
"AL,74",1,0.0,0.0
"GO,81",1,0.0,0.0
"SE,67",1,0.0,0.0
"PE,113",1,0.0,0.0
"TO,59",1,0.0,0.0
"AP,22",1,0.0,0.0
"RJ,96",1,0.0,0.0
"ES,75",1,0.0,0.0
"DF,73",4,0.0,0.0
"PA,81",1,0.0,0.0
"CE,97",1,0.0,0.0
"PA,78",2,0.0,0.0
"PA,87",1,0.0,0.0
"AL,77",2,0.0,0.0
"SC,92",1,0.0,0.0
"MT,83",1,0.0,0.0
"ES,84",1,0.0,0.0
"nan,42",1,0.0,0.0
"PE,73",4,0.0,0.0
"PI,73",1,0.0,0.0
"RS,79",2,0.0,0.0
"DF,83",1,0.0,0.0
"MA,81",1,0.0,0.0
"RR,63",2,0.0,0.0
"AC,57",1,0.0,0.0
"MA,71",1,0.0,0.0
"PB,68",3,0.0,0.0
"SP,86",4,0.0,0.0
"MT,78",1,0.0,0.0
"MG,82",4,0.0,0.0
"BA,94",1,0.0,0.0
"ES,66",4,0.0,0.0
"AC,36",4,0.0,0.0
"ES,78",2,0.0,0.0
"AP,77",1,0.0,0.0
"MS,80",2,0.0,0.0
"PI,86",1,0.0,0.0
"TO,71",4,0.0,0.0
"PI,81",1,0.0,0.0
"RR,58",2,0.0,0.0
"PB,61",5,0.0,0.0
"MT,74",1,0.0,0.0
"SE,37",2,0.0,0.0
"RN,23",4,0.0,0.0
"TO,80",1,0.0,0.0
"PR,81",2,0.0,0.0
"MT,99",1,0.0,0.0
"SP,117",2,0.0,0.0
"nan,49",2,0.0,0.0
"CE,82",2,0.0,0.0
"PA,79",1,0.0,0.0
"CE,122",1,0.0,0.0
"PE,76",4,0.0,0.0
"ES,86",1,0.0,0.0
"TO,50",5,0.0,0.0
"RR,83",1,0.0,0.0
"RO,62",2,0.0,0.0
"RR,42",5,0.0,0.0
"MS,77",3,0.0,0.0
"MA,122",1,0.0,0.0
"TO,70",1,0.0,0.0
"RS,123",2,0.0,0.0
"PI,76",1,0.0,0.0
"GO,114",1,0.0,0.0
"RO,61",1,0.0,0.0
"AC,82",1,0.0,0.0
"PE,86",1,0.0,0.0
"MT,86",1,0.0,0.0
"AC,62",1,0.0,0.0
"SC,81",1,0.0,0.0
"MS,65",6,0.0,0.0
"AM,81",2,0.0,0.0
"AM,77",2,0.0,0.0
"AC,63",1,0.0,0.0
"CE,93",1,0.0,0.0
"MA,88",1,0.0,0.0
"ES,71",3,0.0,0.0
"MS,89",1,0.0,0.0
"SE,59",3,0.0,0.0
"TO,78",3,0.0,0.0
"SE,31",3,0.0,0.0
"RJ,83",7,0.0,0.0
"MG,83",1,0.0,0.0
"SC,119",1,0.0,0.0
"MA,69",3,0.0,0.0
"ES,76",1,0.0,0.0
"RJ,91",3,0.0,0.0
"DF,81",1,0.0,0.0
"RN,63",4,0.0,0.0
"PB,87",1,0.0,0.0
"RN,66",5,0.0,0.0
"SE,60",3,0.0,0.0
"AP,64",3,0.0,0.0
"AP,53",1,0.0,0.0
"RN,78",1,0.0,0.0
"RO,-1",5,0.0,0.0
"PR,72",3,0.0,0.0
"RN,72",2,0.0,0.0
"PE,78",3,0.0,0.0
"CE,74",5,0.0,0.0
"ES,80",1,0.0,0.0
"TO,58",5,0.0,0.0
"AM,74",3,0.0,0.0
"PE,88",1,0.0,0.0
"PE,80",1,0.0,0.0
"RN,56",3,0.0,0.0
"SE,75",1,0.0,0.0
"CE,80",2,0.0,0.0
"RS,86",3,0.0,0.0
"ES,83",1,0.0,0.0
"BA,75",10,0.0,0.0
"RO,75",1,0.0,0.0
"PB,53",7,0.0,0.0
"SP,89",5,0.0,0.0
"SP,97",1,0.0,0.0
"RN,67",1,0.0,0.0
"MT,69",1,0.0,0.0
"DF,71",3,0.0,0.0
"nan,41",2,0.0,0.0
"SP,122",1,0.0,0.0
"PA,77",1,0.0,0.0
"TO,73",1,0.0,0.0
"RR,51",3,0.0,0.0
"AC,113",1,0.0,0.0
"SC,82",3,0.0,0.0
"SC,60",8,0.0,0.0
"MT,123",1,0.0,0.0
"MA,7",1,0.0,0.0
"MA,83",1,0.0,0.0
"SE,79",1,0.0,0.0
"GO,76",2,0.0,0.0
"RO,81",1,0.0,0.0
"MS,68",6,0.0,0.0
"PE,114",1,0.0,0.0
"CE,92",1,0.0,0.0
"AP,28",1,0.0,0.0
"GO,89",1,0.0,0.0
"SP,98",1,0.0,0.0
"MG,86",3,0.0,0.0
"MT,80",2,0.0,0.0
"SE,49",4,0.0,0.0
"MG,113",1,0.0,0.0
"TO,64",3,0.0,0.0
"RJ,84",3,0.0,0.0
"DF,82",1,0.0,0.0
"RN,85",2,0.0,0.0
"RS,78",8,0.0,0.0
"RO,79",1,0.0,0.0
"TO,76",1,0.0,0.0
"AM,79",3,0.0,0.0
"MS,66",5,0.0,0.0
"RO,83",2,0.0,0.0
"MT,72",1,0.0,0.0
"RS,83",2,0.0,0.0
"MG,88",2,0.0,0.0
"RS,80",5,0.0,0.0
"GO,83",1,0.0,0.0
"AC,53",3,0.0,0.0
"RR,32",3,0.0,0.0
"SC,76",2,0.0,0.0
"BA,79",2,0.0,0.0
"DF,67",6,0.0,0.0
"RN,59",9,0.0,0.0
"AC,80",1,0.0,0.0
"SP,91",4,0.0,0.0
"SP,92",5,0.0,0.0
"PA,71",5,0.0,0.0
"TO,-1",5,0.0,0.0
"MT,73",4,0.0,0.0
"MA,63",2,0.0,0.0
"MT,64",2,0.0,0.0
"MA,61",4,0.0,0.0
"GO,78",3,0.0,0.0
"SP,93",2,0.0,0.0
"RN,-1",9,0.0,0.0
"PE,58",6,0.0,0.0
"MT,79",2,0.0,0.0
"RO,85",1,0.0,0.0
"MT,76",4,0.0,0.0
"MG,87",2,0.0,0.0
"CE,72",2,0.0,0.0
"BA,85",3,0.0,0.0
"MA,65",6,0.0,0.0
"PB,-1",5,0.0,0.0
"AC,23",2,0.0,0.0
"PE,82",5,0.0,0.0
"RJ,93",2,0.0,0.0
"RO,59",4,0.0,0.0
"RO,74",1,0.0,0.0
"AP,73",2,0.0,0.0
"PI,68",2,0.0,0.0
"PE,87",1,0.0,0.0
"MS,81",2,0.0,0.0
"RS,92",1,0.0,0.0
"SC,83",2,0.0,0.0
"RR,66",1,0.0,0.0
"DF,92",1,0.0,0.0
"PI,59",5,0.0,0.0
"AL,62",4,0.0,0.0
"RJ,123",5,0.0,0.0
"CE,87",1,0.0,0.0
"AL,65",1,0.0,0.0
"ES,59",7,0.0,0.0
"MS,78",6,0.0,0.0
"TO,66",2,0.0,0.0
"BA,84",5,0.0,0.0
"MT,62",6,0.0,0.0
"SC,75",2,0.0,0.0
"RR,76",1,0.0,0.0
"CE,76",6,0.0,0.0
"AM,-1",18,1.0,5.555555555555555
"PE,-1",16,1.0,6.25
"RS,72",14,1.0,7.142857142857142
"BA,-1",31,3.0,9.67741935483871
"GO,67",10,1.0,10.0
"BA,68",20,2.0,10.0
"BA,83",9,1.0,11.11111111111111
"AL,56",9,1.0,11.11111111111111
"MG,73",18,2.0,11.11111111111111
"PI,53",9,1.0,11.11111111111111
"SC,70",8,1.0,12.5
"PE,56",16,2.0,12.5
"RJ,79",16,2.0,12.5
"RJ,87",8,1.0,12.5
"RJ,82",16,2.0,12.5
"BA,73",16,2.0,12.5
"PA,-1",22,3.0,13.636363636363635
"CE,71",7,1.0,14.285714285714285
"CE,-1",7,1.0,14.285714285714285
"CE,67",7,1.0,14.285714285714285
"MA,60",7,1.0,14.285714285714285
"MT,67",7,1.0,14.285714285714285
"TO,54",7,1.0,14.285714285714285
"GO,71",7,1.0,14.285714285714285
"GO,-1",20,3.0,15.0
"RJ,-1",212,32.0,15.09433962264151
"PI,32",13,2.0,15.384615384615385
"SC,-1",19,3.0,15.789473684210526
"RJ,71",37,6.0,16.216216216216218
"PR,60",18,3.0,16.666666666666664
"AC,35",6,1.0,16.666666666666664
"RS,76",6,1.0,16.666666666666664
"MS,50",6,1.0,16.666666666666664
"RS,73",6,1.0,16.666666666666664
"MG,84",6,1.0,16.666666666666664
"ES,54",6,1.0,16.666666666666664
"ES,72",6,1.0,16.666666666666664
"ES,61",6,1.0,16.666666666666664
"RO,45",12,2.0,16.666666666666664
"PB,58",6,1.0,16.666666666666664
"PR,69",12,2.0,16.666666666666664
"AL,60",6,1.0,16.666666666666664
"BA,74",6,1.0,16.666666666666664
"AP,45",6,1.0,16.666666666666664
"MS,67",6,1.0,16.666666666666664
"PB,50",6,1.0,16.666666666666664
"PE,72",6,1.0,16.666666666666664
"AP,31",6,1.0,16.666666666666664
"BA,67",6,1.0,16.666666666666664
"RO,46",12,2.0,16.666666666666664
"DF,64",6,1.0,16.666666666666664
"GO,70",6,1.0,16.666666666666664
"SE,38",6,1.0,16.666666666666664
"BA,77",6,1.0,16.666666666666664
"MG,-1",98,17.0,17.346938775510203
"CE,55",17,3.0,17.647058823529413
"RS,77",11,2.0,18.181818181818183
"PE,65",11,2.0,18.181818181818183
"RO,23",11,2.0,18.181818181818183
"PI,42",10,2.0,20.0
"TO,57",5,1.0,20.0
"GO,74",5,1.0,20.0
"PR,71",5,1.0,20.0
"SE,51",5,1.0,20.0
"RS,81",5,1.0,20.0
"AL,63",5,1.0,20.0
"TO,60",5,1.0,20.0
"GO,79",5,1.0,20.0
"RJ,92",5,1.0,20.0
"ES,62",5,1.0,20.0
"RO,64",5,1.0,20.0
"RJ,74",20,4.0,20.0
"PE,69",5,1.0,20.0
"TO,56",5,1.0,20.0
"SP,90",5,1.0,20.0
"RN,28",10,2.0,20.0
"SE,53",5,1.0,20.0
"AM,59",5,1.0,20.0
"PI,51",10,2.0,20.0
"RO,58",5,1.0,20.0
"SP,88",15,3.0,20.0
"MA,47",15,3.0,20.0
"MS,-1",5,1.0,20.0
"RJ,66",39,8.0,20.51282051282051
"BA,59",24,5.0,20.833333333333336
"MS,48",14,3.0,21.428571428571427
"GO,60",14,3.0,21.428571428571427
"RS,66",23,5.0,21.73913043478261
"DF,49",18,4.0,22.22222222222222
"PR,73",9,2.0,22.22222222222222
"RJ,85",9,2.0,22.22222222222222
"AL,30",9,2.0,22.22222222222222
"RJ,86",9,2.0,22.22222222222222
"SC,65",9,2.0,22.22222222222222
"PA,62",9,2.0,22.22222222222222
"MS,56",9,2.0,22.22222222222222
"PE,25",13,3.0,23.076923076923077
"RO,32",13,3.0,23.076923076923077
"RS,71",13,3.0,23.076923076923077
"MG,71",13,3.0,23.076923076923077
"PA,54",13,3.0,23.076923076923077
"RO,35",17,4.0,23.52941176470588
"nan,-1",597,142.0,23.785594639865998
"MG,66",25,6.0,24.0
"PR,56",25,6.0,24.0
"BA,72",4,1.0,25.0
"AL,61",4,1.0,25.0
"PE,75",4,1.0,25.0
"SP,83",8,2.0,25.0
"RS,85",4,1.0,25.0
"PI,-1",4,1.0,25.0
"AL,67",4,1.0,25.0
"MA,73",4,1.0,25.0
"BA,78",4,1.0,25.0
"AL,73",4,1.0,25.0
"PB,33",8,2.0,25.0
"TO,45",12,3.0,25.0
"RS,75",8,2.0,25.0
"MT,52",12,3.0,25.0
"SC,61",8,2.0,25.0
"MS,42",24,6.0,25.0
"MA,55",8,2.0,25.0
"RJ,80",12,3.0,25.0
"TO,62",4,1.0,25.0
"AL,50",8,2.0,25.0
"AC,49",4,1.0,25.0
"RJ,73",32,8.0,25.0
"PR,78",4,1.0,25.0
"TO,61",4,1.0,25.0
"AM,70",4,1.0,25.0
"CE,73",4,1.0,25.0
"MG,80",8,2.0,25.0
"SE,34",4,1.0,25.0
"SE,56",4,1.0,25.0
"AL,25",4,1.0,25.0
"GO,56",16,4.0,25.0
"RJ,58",72,18.0,25.0
"ES,73",4,1.0,25.0
"RS,62",31,8.0,25.806451612903224
"BA,65",19,5.0,26.31578947368421
"RJ,77",19,5.0,26.31578947368421
"DF,36",19,5.0,26.31578947368421
"GO,57",19,5.0,26.31578947368421
"MG,58",34,9.0,26.47058823529412
"RO,42",15,4.0,26.666666666666668
"RO,31",15,4.0,26.666666666666668
"PI,52",11,3.0,27.27272727272727
"SC,51",11,3.0,27.27272727272727
"MS,23",11,3.0,27.27272727272727
"MS,46",11,3.0,27.27272727272727
"SP,84",11,3.0,27.27272727272727
"RS,-1",32,9.0,28.125
"GO,32",46,13.0,28.26086956521739
"RN,27",7,2.0,28.57142857142857
"ES,65",7,2.0,28.57142857142857
"PR,21",7,2.0,28.57142857142857
"PB,63",7,2.0,28.57142857142857
"RN,75",7,2.0,28.57142857142857
"DF,69",7,2.0,28.57142857142857
"SE,44",7,2.0,28.57142857142857
"RN,58",7,2.0,28.57142857142857
"PE,63",14,4.0,28.57142857142857
"AC,33",7,2.0,28.57142857142857
"PI,56",7,2.0,28.57142857142857
"DF,-1",7,2.0,28.57142857142857
"RJ,69",35,10.0,28.57142857142857
"SP,85",7,2.0,28.57142857142857
"PI,45",14,4.0,28.57142857142857
"SC,57",14,4.0,28.57142857142857
"PB,52",7,2.0,28.57142857142857
"PI,62",7,2.0,28.57142857142857
"MG,78",7,2.0,28.57142857142857
"RN,24",7,2.0,28.57142857142857
"AP,36",7,2.0,28.57142857142857
"MS,53",7,2.0,28.57142857142857
"SP,79",24,7.0,29.166666666666668
"SC,41",24,7.0,29.166666666666668
"RJ,59",54,16.0,29.629629629629626
"BA,58",27,8.0,29.629629629629626
"CE,68",10,3.0,30.0
"MA,50",20,6.0,30.0
"GO,66",10,3.0,30.0
"TO,39",10,3.0,30.0
"RS,70",10,3.0,30.0
"AL,49",10,3.0,30.0
"ES,25",10,3.0,30.0
"BA,71",10,3.0,30.0
"CE,50",20,6.0,30.0
"AL,55",10,3.0,30.0
"PE,28",23,7.0,30.434782608695656
"PE,30",23,7.0,30.434782608695656
"RJ,81",13,4.0,30.76923076923077
"MG,75",13,4.0,30.76923076923077
"GO,53",39,12.0,30.76923076923077
"ES,28",13,4.0,30.76923076923077
"SP,73",68,21.0,30.88235294117647
"RJ,56",61,19.0,31.147540983606557
"SC,28",16,5.0,31.25
"RS,33",64,20.0,31.25
"RS,67",16,5.0,31.25
"PR,-1",35,11.0,31.428571428571427
"MS,54",19,6.0,31.57894736842105
"BA,62",19,6.0,31.57894736842105
"PE,55",19,6.0,31.57894736842105
"RN,34",19,6.0,31.57894736842105
"RJ,68",44,14.0,31.818181818181817
"GO,54",22,7.0,31.818181818181817
"RS,37",74,24.0,32.432432432432435
"BA,54",40,13.0,32.5
"RS,29",49,16.0,32.6530612244898
"AM,76",3,1.0,33.33333333333333
"PA,47",18,6.0,33.33333333333333
"AL,36",9,3.0,33.33333333333333
"SC,62",6,2.0,33.33333333333333
"MG,57",30,10.0,33.33333333333333
"ES,74",3,1.0,33.33333333333333
"RJ,55",66,22.0,33.33333333333333
"MG,62",21,7.0,33.33333333333333
"PA,65",12,4.0,33.33333333333333
"ES,58",6,2.0,33.33333333333333
"RN,55",6,2.0,33.33333333333333
"BA,86",3,1.0,33.33333333333333
"CE,65",3,1.0,33.33333333333333
"PI,63",3,1.0,33.33333333333333
"MT,71",3,1.0,33.33333333333333
"SC,68",3,1.0,33.33333333333333
"SC,74",3,1.0,33.33333333333333
"PE,59",6,2.0,33.33333333333333
"SE,50",3,1.0,33.33333333333333
"ES,63",3,1.0,33.33333333333333
"MG,77",6,2.0,33.33333333333333
"RO,39",15,5.0,33.33333333333333
"MT,36",15,5.0,33.33333333333333
"PB,32",3,1.0,33.33333333333333
"MT,61",6,2.0,33.33333333333333
"MA,62",3,1.0,33.33333333333333
"RO,72",3,1.0,33.33333333333333
"MT,70",3,1.0,33.33333333333333
"PI,55",3,1.0,33.33333333333333
"TO,65",3,1.0,33.33333333333333
"SP,94",3,1.0,33.33333333333333
"GO,80",3,1.0,33.33333333333333
"PI,43",12,4.0,33.33333333333333
"RS,52",27,9.0,33.33333333333333
"GO,77",3,1.0,33.33333333333333
"RR,25",3,1.0,33.33333333333333
"RR,26",3,1.0,33.33333333333333
"AL,64",3,1.0,33.33333333333333
"TO,48",6,2.0,33.33333333333333
"AL,52",6,2.0,33.33333333333333
"RN,38",6,2.0,33.33333333333333
"DF,70",3,1.0,33.33333333333333
"SE,54",3,1.0,33.33333333333333
"SP,87",6,2.0,33.33333333333333
"PA,73",3,1.0,33.33333333333333
"AP,33",3,1.0,33.33333333333333
"RJ,95",3,1.0,33.33333333333333
"PB,73",3,1.0,33.33333333333333
"CE,54",15,5.0,33.33333333333333
"PB,72",3,1.0,33.33333333333333
"RS,82",3,1.0,33.33333333333333
"RJ,94",3,1.0,33.33333333333333
"RN,32",12,4.0,33.33333333333333
"BA,60",21,7.0,33.33333333333333
"PB,56",3,1.0,33.33333333333333
"CE,77",3,1.0,33.33333333333333
"TO,49",6,2.0,33.33333333333333
"SC,69",6,2.0,33.33333333333333
"SC,79",3,1.0,33.33333333333333
"RN,47",15,5.0,33.33333333333333
"CE,69",3,1.0,33.33333333333333
"RO,73",3,1.0,33.33333333333333
"SE,57",3,1.0,33.33333333333333
"PI,60",3,1.0,33.33333333333333
"PE,64",9,3.0,33.33333333333333
"MT,66",3,1.0,33.33333333333333
"SC,59",6,2.0,33.33333333333333
"RO,51",6,2.0,33.33333333333333
"MA,75",3,1.0,33.33333333333333
"PA,64",6,2.0,33.33333333333333
"TO,75",3,1.0,33.33333333333333
"GO,82",3,1.0,33.33333333333333
"RN,52",6,2.0,33.33333333333333
"CE,59",9,3.0,33.33333333333333
"PB,55",6,2.0,33.33333333333333
"PR,53",24,8.0,33.33333333333333
"MT,46",12,4.0,33.33333333333333
"RJ,76",21,7.0,33.33333333333333
"TO,44",9,3.0,33.33333333333333
"BA,61",24,8.0,33.33333333333333
"SE,71",3,1.0,33.33333333333333
"PR,70",6,2.0,33.33333333333333
"BA,66",15,5.0,33.33333333333333
"BA,70",6,2.0,33.33333333333333
"AC,40",3,1.0,33.33333333333333
"GO,55",21,7.0,33.33333333333333
"RN,51",9,3.0,33.33333333333333
"DF,55",12,4.0,33.33333333333333
"PE,57",15,5.0,33.33333333333333
"ES,30",6,2.0,33.33333333333333
"DF,56",18,6.0,33.33333333333333
"AC,44",3,1.0,33.33333333333333
"RR,30",3,1.0,33.33333333333333
"MS,69",3,1.0,33.33333333333333
"RN,35",12,4.0,33.33333333333333
"AP,32",6,2.0,33.33333333333333
"RJ,90",3,1.0,33.33333333333333
"AM,73",3,1.0,33.33333333333333
"MS,70",6,2.0,33.33333333333333
"CE,62",12,4.0,33.33333333333333
"MA,57",9,3.0,33.33333333333333
"ES,69",3,1.0,33.33333333333333
"SC,64",6,2.0,33.33333333333333
"RJ,65",44,15.0,34.090909090909086
"RJ,35",117,40.0,34.18803418803419
"PE,45",35,12.0,34.285714285714285
"MG,59",32,11.0,34.375
"PE,49",32,11.0,34.375
"SP,-1",278,96.0,34.53237410071942
"RS,59",26,9.0,34.61538461538461
"MT,34",26,9.0,34.61538461538461
"PE,35",26,9.0,34.61538461538461
"MG,64",23,8.0,34.78260869565217
"GO,58",20,7.0,35.0
"RS,65",20,7.0,35.0
"MT,43",20,7.0,35.0
"MG,31",57,20.0,35.08771929824561
"BA,37",71,25.0,35.2112676056338
"RJ,62",51,18.0,35.294117647058826
"MT,49",17,6.0,35.294117647058826
"PE,60",17,6.0,35.294117647058826
